longitude,latitude,label,start_date,end_date
-50.969037888923800,-17.823966615724000,Pasture,2017-09-01,2018-08-31
-50.986973911458000,-17.823598227785400,Planted_Forest,2017-09-01,2018-08-31
-51.006629738579300,-17.823235367000200,Soy,2017-09-01,2018-08-31
-51.008213783189800,-17.828112315180500,Planted_Forest,2017-09-01,2018-08-31
-51.017203089467000,-17.818779421980700,Soy_Corn,2017-09-01,2018-08-31
-51.020268342594300,-17.810291834399000,Cerradao,2017-09-01,2018-08-31
-51.024253939250200,-17.805062874266600,Planted_Forest,2017-09-01,2018-08-31
-51.041160272814800,-17.826465409822900,Planted_Forest,2017-09-01,2018-08-31
-51.036866725757500,-17.817391704902600,Planted_Forest,2017-09-01,2018-08-31
-51.041913360964900,-17.818995486608600,Sugarcane,2017-09-01,2018-08-31
-51.049330401447400,-17.819893744745300,Sugarcane,2017-09-01,2018-08-31
-51.051916618421700,-17.825070690176800,Cerradao,2017-09-01,2018-08-31
-51.062432736227600,-17.819605027733200,Soy,2017-09-01,2018-08-31
-51.070026806016500,-17.819180805657800,Cerradao,2017-09-01,2018-08-31
-51.071571845114900,-17.821498645656200,Cerradao,2017-09-01,2018-08-31
-51.076072387661200,-17.820697396257600,Soy,2017-09-01,2018-08-31
-51.078091058478200,-17.811184045868700,Soy,2017-09-01,2018-08-31
-51.090338920919200,-17.813330605086200,Cerradao,2017-09-01,2018-08-31
-51.092118990931900,-17.827489209688800,Cerradao,2017-09-01,2018-08-31
-51.100937107380500,-17.810124296472500,Soy,2017-09-01,2018-08-31
-51.109385268482900,-17.818915136874300,Soy,2017-09-01,2018-08-31
-51.118940633034500,-17.809965823843000,Soy,2017-09-01,2018-08-31
-51.126039617608400,-17.820067415598100,Soy_Corn,2017-09-01,2018-08-31
-51.133181645378500,-17.814563834612800,Cerradao,2017-09-01,2018-08-31
-51.139968576560500,-17.814462375689600,Cerradao,2017-09-01,2018-08-31
-51.145357271545200,-17.812809880372900,Soy_Corn,2017-09-01,2018-08-31
-51.152756307576600,-17.813799574407400,Soy_Corn,2017-09-01,2018-08-31
-51.163057828478000,-17.814250929256300,Soy,2017-09-01,2018-08-31
-51.171096564092300,-17.816130947788600,Cerradao,2017-09-01,2018-08-31
-51.181708163375700,-17.814043079537900,Soy,2017-09-01,2018-08-31
-51.194217179966900,-17.814942904384400,Soy,2017-09-01,2018-08-31
-51.194770762828800,-17.821801706850700,Soy,2017-09-01,2018-08-31
-51.218780296100600,-17.815389661992200,Soy_Corn,2017-09-01,2018-08-31
-51.216879206718500,-17.822489274455100,Soy,2017-09-01,2018-08-31
-51.233702707642600,-17.824863299808400,Soy,2017-09-01,2018-08-31
-51.240355372957100,-17.817213637484400,Soy_Corn,2017-09-01,2018-08-31
-51.259611956654900,-17.820375998490100,Sugarcane,2017-09-01,2018-08-31
-51.294979568962000,-17.811741692845100,Sugarcane,2017-09-01,2018-08-31
-51.296121181567600,-17.818385820622100,Sugarcane,2017-09-01,2018-08-31
-51.337886829098600,-17.830637466038600,Planted_Forest,2017-09-01,2018-08-31
-51.344242063452800,-17.825741269279700,Pasture,2017-09-01,2018-08-31
-51.355034858420000,-17.825570350509300,Pasture,2017-09-01,2018-08-31
-51.355701262235300,-17.833828065568500,Cerradao,2017-09-01,2018-08-31
-51.360723176987200,-17.827034683276100,Pasture,2017-09-01,2018-08-31
-51.369194627786700,-17.827830304680500,Soy_Corn,2017-09-01,2018-08-31
-51.390715003093300,-17.830643455767600,Soy_Corn,2017-09-01,2018-08-31
-51.382034494745800,-17.835923380533000,Sugarcane,2017-09-01,2018-08-31
-51.390109368577700,-17.835540947952300,Cerradao,2017-09-01,2018-08-31
-51.399278248690000,-17.838155605376800,Sugarcane,2017-09-01,2018-08-31
-51.405496730052300,-17.833399548294500,Planted_Forest,2017-09-01,2018-08-31
-51.409366520885600,-17.838832337583100,Sugarcane,2017-09-01,2018-08-31
-51.412849988312800,-17.834710868740400,Planted_Forest,2017-09-01,2018-08-31
-51.415287313536400,-17.839684785662700,Sugarcane,2017-09-01,2018-08-31
-51.423762182189700,-17.840633291882700,Planted_Forest,2017-09-01,2018-08-31
-51.426903772433500,-17.836606236794200,Sugarcane,2017-09-01,2018-08-31
-51.430356472114700,-17.841114768497300,Planted_Forest,2017-09-01,2018-08-31
-51.442622753999200,-17.837692996734000,Soy_Corn,2017-09-01,2018-08-31
-51.449966012918800,-17.839539652971300,Soy_Corn,2017-09-01,2018-08-31
-51.453938364082300,-17.845239082029000,Soy_Corn,2017-09-01,2018-08-31
-51.457254314302500,-17.840353048917300,Soy_Corn,2017-09-01,2018-08-31
-51.473516070906900,-17.840903721279300,Soy_Corn,2017-09-01,2018-08-31
-51.490076326470500,-17.845063965083600,Soy_Corn,2017-09-01,2018-08-31
-51.499046918098800,-17.845192432969000,Soy,2017-09-01,2018-08-31
-51.497207364208600,-17.852749653981700,Soy,2017-09-01,2018-08-31
-51.508451435928100,-17.846464617467800,Soy,2017-09-01,2018-08-31
-51.521770699254600,-17.849599744330200,Cerradao,2017-09-01,2018-08-31
-51.532310505953800,-17.851732619260400,Soy_Corn,2017-09-01,2018-08-31
-51.548309500434300,-17.853316253442600,Soy,2017-09-01,2018-08-31
-51.564037879337000,-17.859692069645100,Soy,2017-09-01,2018-08-31
-51.562109705255800,-17.864268868005600,Soy,2017-09-01,2018-08-31
-51.571480389545800,-17.862723600131800,Soy,2017-09-01,2018-08-31
-51.573411189767400,-17.868773452951500,Cerradao,2017-09-01,2018-08-31
-51.595696619185300,-17.866804806075900,Soy,2017-09-01,2018-08-31
-51.617183819947200,-17.868497379413700,Soy,2017-09-01,2018-08-31
-51.641245906127700,-17.878274083876100,Soy,2017-09-01,2018-08-31
-51.646800869251100,-17.877749197254300,Cerradao,2017-09-01,2018-08-31
-51.652553571482300,-17.880867214638400,Soy,2017-09-01,2018-08-31
-51.649151567933300,-17.890816596324600,Sugarcane,2017-09-01,2018-08-31
-51.658448101254600,-17.895739506804100,Sugarcane,2017-09-01,2018-08-31
-51.671975208432400,-17.894739771388500,Cerrado,2017-09-01,2018-08-31
-51.702839271350200,-17.918825837126600,Soy,2017-09-01,2018-08-31
-51.715976981225100,-17.916705947337400,Urban_Area,2017-09-01,2018-08-31
-51.725476877778500,-17.920476563174500,Urban_Area,2017-09-01,2018-08-31
-51.745243667769500,-17.920347379475800,Cerradao,2017-09-01,2018-08-31
-51.763276476940300,-17.911908827727400,Soy_Corn,2017-09-01,2018-08-31
-51.767554903816900,-17.909225580723800,Soy_Corn,2017-09-01,2018-08-31
-51.792424438890200,-17.909908618134200,Soy_Corn,2017-09-01,2018-08-31
-51.790114472180900,-17.906794242438800,Soy,2017-09-01,2018-08-31
-51.807000202582600,-17.912440769874000,Soy,2017-09-01,2018-08-31
-51.828649905143100,-17.908166029976900,Soy_Corn,2017-09-01,2018-08-31
-51.835075923334200,-17.896510887117500,Soy,2017-09-01,2018-08-31
-51.840882177449600,-17.887084260270200,Soy_Corn,2017-09-01,2018-08-31
-51.847159837482300,-17.893637901457300,Soy,2017-09-01,2018-08-31
-51.849672818205200,-17.886687809575800,Soy,2017-09-01,2018-08-31
-51.856916005385400,-17.884039521521000,Soy_Corn,2017-09-01,2018-08-31
-51.868700049175800,-17.876886525963400,Soy_Corn,2017-09-01,2018-08-31
-51.872940169353200,-17.882133824542500,Soy,2017-09-01,2018-08-31
-51.871319716326900,-17.874554296478000,Soy_Corn,2017-09-01,2018-08-31
-51.874772461907500,-17.871864322642500,Soy_Corn,2017-09-01,2018-08-31
-51.885603379553800,-17.869577925735800,Soy_Corn,2017-09-01,2018-08-31
-51.882450097720300,-17.864156012193700,Soy,2017-09-01,2018-08-31
-51.890194244260000,-17.860340282132900,Soy,2017-09-01,2018-08-31
-51.900334172044800,-17.861159890904100,Soy_Corn,2017-09-01,2018-08-31
-51.894098299033800,-17.853163738066300,Cerradao,2017-09-01,2018-08-31
-51.900978851458200,-17.852891878110300,Soy_Corn,2017-09-01,2018-08-31
-51.907741100466800,-17.849472352353300,Soy_Corn,2017-09-01,2018-08-31
-51.916162534814100,-17.850327425166600,Soy,2017-09-01,2018-08-31
-51.912826717291700,-17.846170849619400,Soy_Corn,2017-09-01,2018-08-31
-51.917267414122600,-17.841903971000800,Cerradao,2017-09-01,2018-08-31
-51.922022274729700,-17.842189981511800,Soy,2017-09-01,2018-08-31
-51.927110129815100,-17.840128371489200,Soy_Corn,2017-09-01,2018-08-31
-51.929635608506700,-17.845262689716000,Soy,2017-09-01,2018-08-31
-51.937841430152700,-17.835467512310100,Soy_Corn,2017-09-01,2018-08-31
-51.940866403476200,-17.842227032786600,Soy,2017-09-01,2018-08-31
-51.944626127769000,-17.831180333590300,Soy_Corn,2017-09-01,2018-08-31
-51.948063113778700,-17.837432339639100,Soy,2017-09-01,2018-08-31
-51.955206797203800,-17.832631852881800,Soy,2017-09-01,2018-08-31
-51.957012665774900,-17.824706004616800,Soy,2017-09-01,2018-08-31
-51.962594373000300,-17.826117603737200,Soy,2017-09-01,2018-08-31
-51.961550022295100,-17.820445352354500,Soy_Corn,2017-09-01,2018-08-31
-51.966589904538400,-17.816709850066400,Soy,2017-09-01,2018-08-31
-51.974875004272400,-17.813007493681500,Soy,2017-09-01,2018-08-31
-51.985535951132100,-17.811242003403300,Soy,2017-09-01,2018-08-31
-52.004834023148000,-17.812045770388200,Soy,2017-09-01,2018-08-31
-52.012394936136900,-17.820401707287400,Soy,2017-09-01,2018-08-31
-52.016518465218100,-17.815834828085300,Soy,2017-09-01,2018-08-31
-52.035165301552700,-17.813502998754700,Soy,2017-09-01,2018-08-31
-52.045829170101200,-17.804795471892000,Soy,2017-09-01,2018-08-31
-52.053938477619600,-17.798986763206900,Soy_Corn,2017-09-01,2018-08-31
-52.050284043720100,-17.794247803550700,Cerradao,2017-09-01,2018-08-31
-52.053034111710000,-17.792080446659700,Soy_Corn,2017-09-01,2018-08-31
-52.059553370819000,-17.795236888220200,Soy,2017-09-01,2018-08-31
-52.062725589465300,-17.791599153780800,Soy,2017-09-01,2018-08-31
-52.072411880035600,-17.782445437884000,Soy,2017-09-01,2018-08-31
-52.075267030572100,-17.787818417444000,Soy,2017-09-01,2018-08-31
-52.083234177984500,-17.781134911973100,Cerradao,2017-09-01,2018-08-31
-52.093699573569800,-17.777777618976500,Pasture,2017-09-01,2018-08-31
-52.097759820431600,-17.778773148374100,Soy_Corn,2017-09-01,2018-08-31
-52.099345839781400,-17.771663583666600,Soy,2017-09-01,2018-08-31
-52.102985091881300,-17.774629133632200,Soy_Corn,2017-09-01,2018-08-31
-52.109437029418800,-17.768863472809900,Soy_Corn,2017-09-01,2018-08-31
-52.120190131522000,-17.761224636988300,Soy,2017-09-01,2018-08-31
-52.116863214958900,-17.756913438144700,Soy,2017-09-01,2018-08-31
-52.124482039893600,-17.747506490215600,Soy,2017-09-01,2018-08-31
-52.118736795535900,-17.751591537847100,Cerradao,2017-09-01,2018-08-31
-52.133017513918900,-17.746756812257600,Soy,2017-09-01,2018-08-31
-52.136942834961900,-17.741212819515700,Soy,2017-09-01,2018-08-31
-52.132163580319900,-17.736703574990600,Soy,2017-09-01,2018-08-31
-52.141925980925200,-17.734663666891900,Soy,2017-09-01,2018-08-31
-52.145461425152000,-17.726468082574000,Soy,2017-09-01,2018-08-31
-52.153864804419500,-17.723161517940500,Cerrado,2017-09-01,2018-08-31
-52.158651357055500,-17.727364014081000,Soy_Corn,2017-09-01,2018-08-31
-52.170993271238700,-17.721228997059300,Soy,2017-09-01,2018-08-31
-52.169024595710600,-17.711877941574200,Soy,2017-09-01,2018-08-31
-52.174003199998800,-17.716613027933500,Soy_Corn,2017-09-01,2018-08-31
-52.189611495828700,-17.703220733595400,Soy_Corn,2017-09-01,2018-08-31
-52.186412230478000,-17.699335684897800,Soy_Corn,2017-09-01,2018-08-31
-52.200248377906400,-17.692861536141700,Soy_Corn,2017-09-01,2018-08-31
-52.197052500432900,-17.689098937472800,Soy_Corn,2017-09-01,2018-08-31
-52.205046385214700,-17.682330633584400,Cerrado,2017-09-01,2018-08-31
-52.211768458865000,-17.683818636335300,Soy_Corn,2017-09-01,2018-08-31
-52.201452747877000,-17.678667608782600,Soy_Corn,2017-09-01,2018-08-31
-52.209687238423600,-17.674530201874000,Soy_Corn,2017-09-01,2018-08-31
-52.220856414426500,-17.675254945229500,Soy_Corn,2017-09-01,2018-08-31
-52.221615249876900,-17.666171155012200,Soy,2017-09-01,2018-08-31
-52.226162743280100,-17.670211766489100,Soy_Corn,2017-09-01,2018-08-31
-52.235501931918100,-17.667763137619100,Soy_Corn,2017-09-01,2018-08-31
-52.263293987312700,-17.669662233465700,Cerradao,2017-09-01,2018-08-31
-52.273818891248700,-17.662464903851100,Cerradao,2017-09-01,2018-08-31
-52.276453063589400,-17.661076364501500,Pasture,2017-09-01,2018-08-31
-52.305471617515600,-17.669406829161700,Sugarcane,2017-09-01,2018-08-31
-52.332553430583300,-17.668363769330700,Sugarcane,2017-09-01,2018-08-31
-52.345916917597100,-17.660975727143900,Sugarcane,2017-09-01,2018-08-31
-52.338421647783100,-17.642243264416500,Cerradao,2017-09-01,2018-08-31
-52.329411113753800,-17.642717263390200,Cerradao,2017-09-01,2018-08-31
-52.343302770583000,-17.645037416600000,Pasture,2017-09-01,2018-08-31
-52.379220126865600,-17.627616135178100,Sugarcane,2017-09-01,2018-08-31
-52.422908637644100,-17.608060905531300,Cerrado,2017-09-01,2018-08-31
-52.427707136910100,-17.611153678804200,Sugarcane,2017-09-01,2018-08-31
-52.433239035647900,-17.600480739999600,Sugarcane,2017-09-01,2018-08-31
-52.481439278091600,-17.590230696333600,Cerradao,2017-09-01,2018-08-31
-52.498116956136000,-17.582288497731700,Cerradao,2017-09-01,2018-08-31
-52.506059900734400,-17.582311678829600,Cerradao,2017-09-01,2018-08-31
-52.573952818419500,-17.566574539104200,Pasture,2017-09-01,2018-08-31
-52.575977871227900,-17.569519546294800,Urban_Area,2017-09-01,2018-08-31
-52.582630963482600,-17.569799503567200,Soy,2017-09-01,2018-08-31
-52.592203980844500,-17.572223345686900,Pasture,2017-09-01,2018-08-31
-52.592386085635200,-17.574858560463100,Pasture,2017-09-01,2018-08-31
-52.604841940410500,-17.576486287609900,Pasture,2017-09-01,2018-08-31
-52.605095306053100,-17.573384753052800,Pasture,2017-09-01,2018-08-31
-52.605942094462400,-17.574676048449100,Pasture,2017-09-01,2018-08-31
-52.606736172341100,-17.572055975892900,Pasture,2017-09-01,2018-08-31
-52.616234978072600,-17.564276617323300,Planted_Forest,2017-09-01,2018-08-31
-52.612488248640800,-17.563080747846800,Pasture,2017-09-01,2018-08-31
-52.616934222031300,-17.560238778799500,Cerradao,2017-09-01,2018-08-31
-52.628828471112500,-17.557798302453300,Pasture,2017-09-01,2018-08-31
-52.632527603993200,-17.551911318588200,Pasture,2017-09-01,2018-08-31
-52.633865254231400,-17.546121048366600,Pasture,2017-09-01,2018-08-31
-52.633250628178600,-17.540639707625300,Soy_Corn,2017-09-01,2018-08-31
-52.633281815498000,-17.534020850556900,Soy_Corn,2017-09-01,2018-08-31
-52.644592157389000,-17.527949814699300,Soy,2017-09-01,2018-08-31
-52.645251643643800,-17.525424440671000,Pasture,2017-09-01,2018-08-31
-52.649236638773800,-17.523951703040500,Soy_Corn,2017-09-01,2018-08-31
-52.649806068426400,-17.520955224259400,Soy_Corn,2017-09-01,2018-08-31
-52.645811577600000,-17.510222322805700,Soy_Corn,2017-09-01,2018-08-31
-52.660598637459900,-17.504092080724500,Cerrado,2017-09-01,2018-08-31
-52.659461493511200,-17.500095224585800,Sugarcane,2017-09-01,2018-08-31
-52.666770530006600,-17.503231163555100,Sugarcane,2017-09-01,2018-08-31
-52.667592604169000,-17.499683946334500,Sugarcane,2017-09-01,2018-08-31
-52.679131139098800,-17.502030383665500,Sugarcane,2017-09-01,2018-08-31
-52.679909680360000,-17.496666674747200,Sugarcane,2017-09-01,2018-08-31
-52.696072438840000,-17.495971998244200,Sugarcane,2017-09-01,2018-08-31
-52.708080935405600,-17.501003092524300,Cerrado,2017-09-01,2018-08-31
-52.708537550208400,-17.496413574164400,Soy_Corn,2017-09-01,2018-08-31
-52.719969194041100,-17.501182761628500,Soy,2017-09-01,2018-08-31
-52.719555332007500,-17.498428296628300,Soy,2017-09-01,2018-08-31
-52.728912905679500,-17.498758973301400,Sugarcane,2017-09-01,2018-08-31
-52.733549023721400,-17.502804173522500,Sugarcane,2017-09-01,2018-08-31
-52.740320176356300,-17.497893821466300,Soy_Corn,2017-09-01,2018-08-31
-52.744063072963300,-17.506423471628200,Soy_Corn,2017-09-01,2018-08-31
-52.749107984720000,-17.491268004088000,Cerrado,2017-09-01,2018-08-31
-52.755805543357300,-17.489447216073000,Cerradao,2017-09-01,2018-08-31
-52.759856429936500,-17.507263304739200,Soy_Corn,2017-09-01,2018-08-31
-52.765507105861100,-17.500087758425700,Soy_Corn,2017-09-01,2018-08-31
-52.780100487476700,-17.509386004970000,Soy,2017-09-01,2018-08-31
-52.789236286875400,-17.501735392765500,Soy_Corn,2017-09-01,2018-08-31
-52.788195298122000,-17.509287347224700,Soy_Corn,2017-09-01,2018-08-31
-52.799151347818800,-17.503393677673700,Sugarcane,2017-09-01,2018-08-31
-52.800161477441500,-17.508747432271600,Sugarcane,2017-09-01,2018-08-31
-52.809854482579800,-17.510431477331100,Soy,2017-09-01,2018-08-31
-52.810513478032000,-17.505908517811600,Sugarcane,2017-09-01,2018-08-31
-52.832664950834700,-17.512859139458200,Soy_Corn,2017-09-01,2018-08-31
-52.833662651369400,-17.508081917414700,Soy_Corn,2017-09-01,2018-08-31
-52.848121206275600,-17.512437990207000,Cerradao,2017-09-01,2018-08-31
-52.858378524624800,-17.481640337061200,Soy_Corn,2017-09-01,2018-08-31
-52.856376165784300,-17.491859117466600,Soy_Corn,2017-09-01,2018-08-31
-52.844311489659600,-17.479437817001700,Cerrado,2017-09-01,2018-08-31
-52.850907149482500,-17.469209610378400,Soy_Corn,2017-09-01,2018-08-31
-52.840730701461600,-17.466841540505300,Soy_Corn,2017-09-01,2018-08-31
-52.825500902275500,-17.466660268035400,Cerradao,2017-09-01,2018-08-31
-52.821731375368600,-17.460680931721100,Soy,2017-09-01,2018-08-31
-52.827515084103600,-17.454970158074400,Soy,2017-09-01,2018-08-31
-52.809736161605700,-17.454011164221900,Soy_Corn,2017-09-01,2018-08-31
-52.813818768424900,-17.447362925718400,Soy_Corn,2017-09-01,2018-08-31
-52.796229273660500,-17.445736773347900,Soy_Corn,2017-09-01,2018-08-31
-52.798030986315000,-17.439085522586300,Soy_Corn,2017-09-01,2018-08-31
-52.783772454403900,-17.436219251254800,Soy_Corn,2017-09-01,2018-08-31
-52.778101157876800,-17.441280556150700,Soy_Corn,2017-09-01,2018-08-31
-52.771012488642300,-17.439710337661600,Soy,2017-09-01,2018-08-31
-52.771178464942400,-17.434620581196900,Soy_Corn,2017-09-01,2018-08-31
-52.757470736893300,-17.435521030072000,Cerrado,2017-09-01,2018-08-31
-52.754019744865100,-17.438304169996100,Cerradao,2017-09-01,2018-08-31
-52.756907306305300,-17.428796397241000,Soy_Corn,2017-09-01,2018-08-31
-52.742428174795600,-17.429408244782000,Soy_Corn,2017-09-01,2018-08-31
-52.724628040675800,-17.421509389077100,Soy_Corn,2017-09-01,2018-08-31
-52.722686224792300,-17.410654792435300,Soy_Corn,2017-09-01,2018-08-31
-52.713193573430500,-17.412553469374100,Soy_Corn,2017-09-01,2018-08-31
-52.714298793011300,-17.404111153144400,Soy_Corn,2017-09-01,2018-08-31
-52.699235937244700,-17.396486506996500,Soy_Corn,2017-09-01,2018-08-31
-52.689678634332200,-17.404086004156700,Cerradao,2017-09-01,2018-08-31
-52.670348102483800,-17.396361913025500,Soy_Corn,2017-09-01,2018-08-31
-52.669270263346500,-17.401482608653000,Soy_Corn,2017-09-01,2018-08-31
-52.647469335017500,-17.406672282522300,Soy_Corn,2017-09-01,2018-08-31
-52.624187945032200,-17.417394945641200,Soy_Corn,2017-09-01,2018-08-31
-52.627860446959700,-17.422154306549800,Soy_Corn,2017-09-01,2018-08-31
-52.616785449436000,-17.428251305060500,Sugarcane,2017-09-01,2018-08-31
-52.605063445398700,-17.442260482517000,Soy,2017-09-01,2018-08-31
-52.589789817118900,-17.452202642132100,Pasture,2017-09-01,2018-08-31
-52.582638704515900,-17.461433738156000,Sugarcane,2017-09-01,2018-08-31
-52.576015823002400,-17.468510298240300,Sugarcane,2017-09-01,2018-08-31
-52.569435532155900,-17.473577043626300,Soy_Corn,2017-09-01,2018-08-31
-52.560669664388000,-17.485891660613400,Cerradao,2017-09-01,2018-08-31
-52.559400885872700,-17.489501057268300,Soy_Corn,2017-09-01,2018-08-31
-52.559953363513000,-17.478496936889800,Soy,2017-09-01,2018-08-31
-52.550668751418700,-17.494269290357600,Soy,2017-09-01,2018-08-31
-52.549635204762800,-17.487973145707200,Soy,2017-09-01,2018-08-31
-52.533803377233100,-17.492064991474200,Cerradao,2017-09-01,2018-08-31
-52.530605955348300,-17.519987416970600,Pasture,2017-09-01,2018-08-31
-52.534572713883400,-17.528331808816400,Pasture,2017-09-01,2018-08-31
-52.554435567279400,-17.587964159201000,Urban_Area,2017-09-01,2018-08-31
-52.562608455444000,-17.589065690078000,Pasture,2017-09-01,2018-08-31
-52.571737236472600,-17.590904133301200,Pasture,2017-09-01,2018-08-31
-52.577454877169200,-17.582924821187600,Mining,2017-09-01,2018-08-31
-52.577977393243300,-17.590474167275900,Pasture,2017-09-01,2018-08-31
-52.588773664708000,-17.602926649801600,Cerradao,2017-09-01,2018-08-31
-52.601971149503500,-17.591333616071700,Pasture,2017-09-01,2018-08-31
-52.615547892540900,-17.597655822689700,Pasture,2017-09-01,2018-08-31
-52.618617975851200,-17.601212275506800,Pasture,2017-09-01,2018-08-31
-52.624917757588200,-17.588520864673500,Pasture,2017-09-01,2018-08-31
-52.627012041677900,-17.585736130113400,Pasture,2017-09-01,2018-08-31
-52.640797296728600,-17.587793892588300,Pasture,2017-09-01,2018-08-31
-52.650312095005800,-17.579842697414300,Pasture,2017-09-01,2018-08-31
-52.648450577936200,-17.593290394724700,Pasture,2017-09-01,2018-08-31
-52.656527454184500,-17.594880096605000,Cerrado,2017-09-01,2018-08-31
-52.661532535744800,-17.596536975802000,Soy,2017-09-01,2018-08-31
-52.658834257444100,-17.599477504999300,Pasture,2017-09-01,2018-08-31
-52.664570460453700,-17.602051478250900,Cerradao,2017-09-01,2018-08-31
-52.667355460665300,-17.602929540953400,Pasture,2017-09-01,2018-08-31
-52.669946441869100,-17.605348392235100,Sugarcane,2017-09-01,2018-08-31
-52.676778135835200,-17.598752973845600,Soy,2017-09-01,2018-08-31
-52.677526884313900,-17.604376188139400,Sugarcane,2017-09-01,2018-08-31
-52.690483858590200,-17.606759455234500,Cerradao,2017-09-01,2018-08-31
-52.692397852559800,-17.600222078038200,Soy,2017-09-01,2018-08-31
-52.684538840285800,-17.603298065113200,Sugarcane,2017-09-01,2018-08-31
-52.700290945559500,-17.606049468445900,Soy,2017-09-01,2018-08-31
-52.698945119659300,-17.609838561369500,Soy,2017-09-01,2018-08-31
-52.705097158455000,-17.613203059375400,Cerradao,2017-09-01,2018-08-31
-52.712496151511900,-17.612465377444400,Sugarcane,2017-09-01,2018-08-31
-52.710930638056800,-17.621063988714400,Sugarcane,2017-09-01,2018-08-31
-52.722537051306900,-17.628354742966100,Pasture,2017-09-01,2018-08-31
-52.730881854580800,-17.630130180115800,Pasture,2017-09-01,2018-08-31
-52.737783691691800,-17.627397475628300,Soy,2017-09-01,2018-08-31
-52.737528623655400,-17.632249015070800,Soy,2017-09-01,2018-08-31
-52.751531828654000,-17.632491137065300,Soy_Corn,2017-09-01,2018-08-31
-52.747816541980900,-17.639644636270900,Cerradao,2017-09-01,2018-08-31
-52.762155788626700,-17.629276496636700,Soy_Corn,2017-09-01,2018-08-31
-52.767507967029200,-17.642583222608000,Soy_Corn,2017-09-01,2018-08-31
-52.766827402369800,-17.648291820277500,Soy_Corn,2017-09-01,2018-08-31
-52.784332146425100,-17.648175718206100,Soy_Corn,2017-09-01,2018-08-31
-52.791139205933300,-17.648101816428700,Soy_Corn,2017-09-01,2018-08-31
-52.793990130830400,-17.635501852701100,Soy,2017-09-01,2018-08-31
-52.803288629335000,-17.632999929414000,Cerrado,2017-09-01,2018-08-31
-52.800339192579700,-17.628274178563400,Soy_Beans,2017-09-01,2018-08-31
-52.804511382469200,-17.623599722308900,Soy_Beans,2017-09-01,2018-08-31
-52.795882291108200,-17.623460070118700,Soy_Beans,2017-09-01,2018-08-31
-52.811510346324600,-17.624986943255700,Planted_Forest,2017-09-01,2018-08-31
-52.817986986312100,-17.621791110356800,Pasture,2017-09-01,2018-08-31
-52.820769861256300,-17.626283345122900,Pasture,2017-09-01,2018-08-31
-52.830724324624900,-17.627462051431600,Pasture,2017-09-01,2018-08-31
-52.831115364854100,-17.621823934894100,Cerradao,2017-09-01,2018-08-31
-52.837894617503800,-17.625835105619100,Pasture,2017-09-01,2018-08-31
-52.841323867234100,-17.618154080019700,Cerradao,2017-09-01,2018-08-31
-52.848090405652300,-17.616495723032000,Sugarcane,2017-09-01,2018-08-31
-52.850193186063600,-17.620811045160500,Sugarcane,2017-09-01,2018-08-31
-52.862220846992500,-17.607533000077500,Cerradao,2017-09-01,2018-08-31
-52.866218360844900,-17.613820611918400,Pasture,2017-09-01,2018-08-31
-52.874057881630000,-17.611606729526300,Cerradao,2017-09-01,2018-08-31
-52.873342965102000,-17.617726690350600,Sugarcane,2017-09-01,2018-08-31
-52.881191076187300,-17.615114752921500,Sugarcane,2017-09-01,2018-08-31
-52.892498621361900,-17.627520544947900,Cerrado,2017-09-01,2018-08-31
-52.920591005900800,-17.635221953361800,Pasture,2017-09-01,2018-08-31
-52.913881115989100,-17.644284400211600,Cerrado,2017-09-01,2018-08-31
-52.924086116355100,-17.653284809765000,Pasture,2017-09-01,2018-08-31
-52.936672124519900,-17.658040003357500,Cerrado,2017-09-01,2018-08-31
-52.943245778187700,-17.662485649528700,Cerrado,2017-09-01,2018-08-31
-52.941200628554600,-17.673190074381900,Sugarcane,2017-09-01,2018-08-31
-52.953156110392200,-17.689046271245400,Pasture,2017-09-01,2018-08-31
-52.949880806069300,-17.721309443740900,Cerrado,2017-09-01,2018-08-31
-52.947299302370400,-17.724552760777400,Cerrado,2017-09-01,2018-08-31
-52.934309282467500,-17.731110610124800,Soy,2017-09-01,2018-08-31
-52.939819805634100,-17.741709978274900,Soy,2017-09-01,2018-08-31
-52.934756915234700,-17.741350559271100,Soy,2017-09-01,2018-08-31
-52.934568112685800,-17.749759331421900,Pasture,2017-09-01,2018-08-31
-52.939325666661100,-17.756693157710500,Sugarcane,2017-09-01,2018-08-31
-52.935349345434000,-17.757923314401300,Pasture,2017-09-01,2018-08-31
-52.938060913232500,-17.776758286117100,Pasture,2017-09-01,2018-08-31
-52.938446733935700,-17.785157175214600,Sugarcane,2017-09-01,2018-08-31
-52.936352675291700,-17.778486261791800,Cerradao,2017-09-01,2018-08-31
-52.946062455784500,-17.792686210352500,Sugarcane,2017-09-01,2018-08-31
-52.943005576749000,-17.798941462587000,Cerrado,2017-09-01,2018-08-31
-52.947664217537600,-17.800583672856800,Sugarcane,2017-09-01,2018-08-31
-52.947332227781500,-17.810796458592000,Soy,2017-09-01,2018-08-31
-52.959204530380900,-17.816559314617600,Sugarcane,2017-09-01,2018-08-31
-52.948582198358200,-17.823571540772900,Soy_Corn,2017-09-01,2018-08-31
-52.941405926910400,-17.815015372927200,Soy,2017-09-01,2018-08-31
-52.956372197061500,-17.837269820729900,Soy_Corn,2017-09-01,2018-08-31
